Suburb,Rooms,Type,Price,Method,Postcode,Propertycount,Distance,CouncilArea
Gladstone Park,3,h,505000,SP,3043,3285,12.9,Hume City Council
Glen Iris,3,h,,S,3146,10412,7.3,Boroondara City Council
Glen Iris,3,h,1875000,S,3146,10412,7.3,Boroondara City Council
Glen Iris,4,h,,S,3146,10412,7.3,Boroondara City Council
Glen Iris,3,h,1430000,S,3146,10412,7.3,Boroondara City Council
Glen Waverley,3,t,,SN,3150,15321,16.7,Monash City Council
Glen Waverley,5,h,1580000,S,3150,15321,16.7,Monash City Council
Glen Waverley,6,h,,SN,3150,15321,16.7,Monash City Council
Greensborough,3,h,678000,S,3088,8524,16.1,Banyule City Council
Greensborough,3,h,710000,S,3088,8524,16.1,Banyule City Council
Greensborough,2,h,520000,S,3088,8524,16.1,Banyule City Council
Greenvale,4,h,625500,PI,3059,4864,20.4,Hume City Council
Greenvale,4,h,,PN,3059,4864,20.4,Hume City Council
Greenvale,4,h,596000,S,3059,4864,20.4,Hume City Council
Greenvale,4,h,681000,S,3059,4864,20.4,Hume City Council
Hadfield,4,h,777000,S,3046,2606,11.2,Moreland City Council
Hadfield,3,h,634000,S,3046,2606,11.2,Moreland City Council
Hadfield,2,h,722000,S,3046,2606,11.2,Moreland City Council
Hallam,3,u,,PI,3803,3728,32.3,Casey City Council
Hampton,2,u,786000,S,3188,5454,13.8,Bayside City Council
Hampton East,4,t,1335000,SP,3188,2356,13.8,Bayside City Council
Hampton East,3,h,1255000,S,3188,2356,13.8,Bayside City Council
Hampton East,2,u,725000,S,3188,2356,13.8,Bayside City Council
Hawthorn,2,u,520000,PI,3122,11308,5.3,Boroondara City Council
Hawthorn,1,u,480000,VB,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,571000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,,S,3122,11308,5.3,Boroondara City Council
Hawthorn,2,u,630000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,4,h,3225000,S,3122,11308,5.3,Boroondara City Council
Hawthorn,5,h,,S,3122,11308,5.3,Boroondara City Council
Hawthorn,4,h,,S,3122,11308,5.3,Boroondara City Council
Hawthorn East,2,u,573000,S,3123,6482,6.2,Boroondara City Council
Hawthorn East,1,u,,W,3123,6482,6.2,Boroondara City Council
Hawthorn East,2,u,820000,PI,3123,6482,6.2,Boroondara City Council
Hawthorn East,3,u,,S,3123,6482,6.2,Boroondara City Council
Hawthorn East,2,u,680000,VB,3123,6482,6.2,Boroondara City Council
Heathmont,3,h,795000,S,3135,3794,21.3,Maroondah City Council
Heidelberg Heights,8,h,,S,3081,2947,8.8,Banyule City Council
Highett,4,h,1580000,S,3190,4794,16,Bayside City Council
Highett,3,h,1360000,S,3190,4794,16,Bayside City Council
Hillside,3,h,416000,SP,3037,5556,18,Brimbank City Council
Hoppers Crossing,3,h,463500,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,641000,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,5,h,455000,S,3029,13830,18.4,Wyndham City Council
Hoppers Crossing,3,h,381000,S,3029,13830,18.4,Wyndham City Council
Hughesdale,4,h,900000,S,3166,3145,12.3,Monash City Council
Huntingdale,3,h,,SN,3166,768,12.3,Monash City Council
Ivanhoe,3,h,650000,S,3079,5549,7.8,Banyule City Council
Ivanhoe,4,h,1278000,S,3079,5549,7.8,Banyule City Council
Ivanhoe,4,h,,SN,3079,5549,7.8,Banyule City Council
Ivanhoe East,2,u,485000,S,3079,1554,7.8,Banyule City Council
Keilor Downs,4,h,564000,S,3038,3656,15.5,Brimbank City Council
Keilor East,2,u,470000,VB,3033,5629,11.7,Brimbank City Council
Keilor East,4,h,760000,PI,3033,5629,11.7,Brimbank City Council
Keilor East,3,h,,S,3033,5629,11.7,Brimbank City Council
Kensington,2,h,1234500,SP,3031,5263,3.4,Melbourne City Council
Kensington,2,u,666000,S,3031,5263,3.4,Melbourne City Council
Kensington,2,u,,PI,3031,5263,3.4,Melbourne City Council
Kensington,2,h,785000,S,3031,5263,3.4,Melbourne City Council
Kensington,2,u,564000,S,3031,5263,3.4,Melbourne City Council
Kew,3,h,2770000,S,3101,10331,5.4,Boroondara City Council
Kew,6,h,6500000,S,3101,10331,5.4,Boroondara City Council
Kew,4,h,2250000,VB,3101,10331,5.4,Boroondara City Council
Kew,2,u,843000,S,3101,10331,5.4,Boroondara City Council
Kew,2,u,725000,PI,3101,10331,5.4,Boroondara City Council
Kew,4,t,,S,3101,10331,5.4,Boroondara City Council
Kew,2,u,580000,PI,3101,10331,5.4,Boroondara City Council
Kew East,3,h,1615000,S,3102,2671,7.3,Boroondara City Council
Kew East,2,u,655000,S,3102,2671,7.3,Boroondara City Council
Kingsville,3,h,,PN,3012,1808,6.4,Maribyrnong City Council
Lalor,2,t,368000,S,3075,8279,16.3,Whittlesea City Council
Lalor,3,h,680000,S,3075,8279,16.3,Whittlesea City Council
MacLeod,2,h,885000,PI,3085,4168,12.7,Banyule City Council
MacLeod,3,h,707000,S,3085,4168,12.7,Banyule City Council
MacLeod,4,h,490000,S,3085,4168,12.7,Banyule City Council
Maidstone,2,h,646000,SP,3012,3873,6.4,Maribyrnong City Council
Maidstone,2,u,,PI,3012,3873,6.4,Maribyrnong City Council
Maidstone,2,u,,PI,3012,3873,6.4,Maribyrnong City Council
Malvern,4,h,3800000,S,3144,4675,5.9,Stonnington City Council
Malvern East,3,h,,S,3145,8801,8.4,Stonnington City Council
Malvern East,3,h,2305000,S,3145,8801,8.4,Stonnington City Council
Malvern East,2,t,,S,3145,8801,8.4,Stonnington City Council
Malvern East,4,h,,S,3145,8801,8.4,Stonnington City Council
Maribyrnong,2,t,620000,VB,3032,4918,4.3,Maribyrnong City Council
Maribyrnong,3,u,,PI,3032,4918,4.3,Maribyrnong City Council
McKinnon,2,u,600500,SP,3204,2397,11.4,Glen Eira City Council
Melbourne,1,u,432000,S,3000,17496,0,Melbourne City Council
Melbourne,2,u,585000,PI,3000,17496,0,Melbourne City Council
Melbourne,1,u,400000,VB,3000,17496,0,Melbourne City Council
Melbourne,1,u,210000,VB,3000,17496,0,Melbourne City Council
Melton,3,h,,PI,3337,3600,31.7,Melton City Council
Mentone,3,u,616000,S,3194,6162,20,Kingston City Council
Middle Park,2,h,1690000,VB,3206,2019,3,Port Phillip City Council
Mill Park,3,h,,SN,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,565000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,590000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,430000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,591000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,3,h,505000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,500000,PI,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,648000,S,3082,10529,17.9,Whittlesea City Council
Mill Park,4,h,,SN,3082,10529,17.9,Whittlesea City Council
Mont Albert,4,h,2100000,VB,3127,2079,10.2,Boroondara City Council
Mont Albert,4,h,,SP,3127,2079,10.2,Boroondara City Council
Mont Albert,4,h,2200000,S,3127,2079,10.2,Boroondara City Council
Montmorency,2,u,,S,3094,3891,16.2,Banyule City Council
Moonee Ponds,3,h,1100000,VB,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,2,u,,SP,3039,6232,6.2,Moonee Valley City Council
Mooroolbark,3,h,,SN,3138,8280,26.5,Yarra Ranges Shire Council
Mordialloc,4,t,945000,S,3195,3650,21.5,Kingston City Council
Mount Waverley,3,h,1275000,S,3149,13366,14.2,Monash City Council
Mount Waverley,3,h,850000,S,3149,13366,14.2,Monash City Council
Mount Waverley,3,t,905000,S,3149,13366,14.2,Monash City Council
Mount Waverley,4,h,,SN,3149,13366,14.2,Monash City Council
Mount Waverley,4,h,,VB,3149,13366,14.2,Monash City Council
Mulgrave,3,h,796500,S,3170,7113,18.8,Monash City Council
Mulgrave,4,h,773000,S,3170,7113,18.8,Monash City Council
Mulgrave,4,h,,PN,3170,7113,18.8,Monash City Council
Murrumbeena,3,t,785000,S,3163,4442,10.1,Glen Eira City Council
Murrumbeena,3,h,1420000,S,3163,4442,10.1,Glen Eira City Council
Niddrie,3,h,840000,S,3042,2291,10.4,Moonee Valley City Council
Niddrie,3,h,975000,S,3042,2291,10.4,Moonee Valley City Council
North Melbourne,3,h,1385000,S,3051,6821,1.8,Melbourne City Council
Northcote,3,h,,PI,3070,11364,5.3,Darebin City Council
Northcote,3,h,,PI,3070,11364,5.3,Darebin City Council
Northcote,4,h,2175000,S,3070,11364,5.3,Darebin City Council
Northcote,3,h,1085000,S,3070,11364,5.3,Darebin City Council
Nunawading,4,h,1065000,S,3131,4973,15.4,Manningham City Council
Oak Park,3,h,727500,S,3046,2651,11.2,Moreland City Council
Oak Park,3,u,600000,SP,3046,2651,11.2,Moreland City Council
Parkdale,2,u,625000,S,3195,5087,21.5,Kingston City Council
Parkdale,3,t,722000,PI,3195,5087,21.5,Kingston City Council
Parkdale,3,t,795000,S,3195,5087,21.5,Kingston City Council
Pascoe Vale,2,t,500000,VB,3044,7485,8.5,Moreland City Council
Pascoe Vale,2,u,485000,S,3044,7485,8.5,Moreland City Council
Pascoe Vale,3,h,,S,3044,7485,8.5,Moreland City Council
Patterson Lakes,4,h,950000,S,3197,3351,31.2,Kingston City Council
Point Cook,4,h,584500,S,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,,SN,3030,15542,14.7,Wyndham City Council
Port Melbourne,3,t,,SN,3207,8648,3.5,Melbourne City Council
Prahran,2,u,,SP,3181,7717,4.6,Stonnington City Council
Preston,2,h,722000,S,3072,14577,8.4,Darebin City Council
Preston,3,t,785000,SP,3072,14577,8.4,Darebin City Council
Reservoir,2,u,452000,S,3073,21650,12,Darebin City Council
Reservoir,2,u,335000,SP,3073,21650,12,Darebin City Council
Reservoir,3,h,585000,S,3073,21650,12,Darebin City Council
Reservoir,3,u,540000,PI,3073,21650,12,Darebin City Council
Reservoir,2,t,,VB,3073,21650,12,Darebin City Council
Reservoir,3,h,635000,S,3073,21650,12,Darebin City Council
Reservoir,2,t,550000,S,3073,21650,12,Darebin City Council
Reservoir,2,u,360000,PI,3073,21650,12,Darebin City Council
Reservoir,2,u,380000,PI,3073,21650,12,Darebin City Council
Reservoir,1,u,,VB,3073,21650,12,Darebin City Council
Reservoir,3,h,546000,S,3073,21650,12,Darebin City Council
Reservoir,2,t,550000,SP,3073,21650,12,Darebin City Council
Reservoir,3,u,400000,PI,3073,21650,12,Darebin City Council
Reservoir,4,h,1700000,S,3073,21650,12,Darebin City Council
Richmond,2,u,391000,SP,3121,14949,2.4,Yarra City Council
Richmond,2,h,1035000,S,3121,14949,2.4,Yarra City Council
Richmond,2,u,530000,S,3121,14949,2.4,Yarra City Council
Ringwood,2,h,,SN,3134,7785,19.9,Maroondah City Council
Ringwood East,4,t,690000,VB,3135,4407,21.3,Maroondah City Council
Rosanna,5,h,2530000,S,3084,3540,8.9,Banyule City Council
Rosanna,3,h,720000,SP,3084,3540,8.9,Banyule City Council
Roxburgh Park,4,h,600000,VB,3064,5833,20.6,Hume City Council
Seaford,2,h,420000,S,3198,8077,35.4,Frankston City Council
South Kingsville,3,t,691000,S,3015,984,6.2,Hobsons Bay City Council
South Melbourne,3,h,1200000,VB,3205,5943,1.9,Port Phillip City Council
South Melbourne,2,h,,SN,3205,5943,1.9,Port Phillip City Council
South Morang,3,h,420000,S,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,,PI,3752,7969,20.5,Whittlesea City Council
South Yarra,4,h,2525000,PI,3141,14887,2.7,Melbourne City Council
South Yarra,2,h,1036500,S,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,627500,S,3141,14887,2.7,Melbourne City Council
South Yarra,3,u,1072000,S,3141,14887,2.7,Melbourne City Council
South Yarra,1,u,425000,PI,3141,14887,2.7,Melbourne City Council
Southbank,2,u,380000,PI,3006,8400,0.7,Melbourne City Council
Springvale,3,h,690000,SP,3171,7412,20.8,Greater Dandenong City Council
Springvale,2,u,526000,S,3171,7412,20.8,Greater Dandenong City Council
St Kilda,2,u,540000,SP,3182,13240,5,Port Phillip City Council
St Kilda,2,u,475000,SP,3182,13240,5,Port Phillip City Council
St Kilda,1,u,335000,SP,3182,13240,5,Port Phillip City Council
Sunshine,3,h,675000,S,3020,3755,10.5,Brimbank City Council
Sunshine West,3,h,,SN,3020,6763,10.5,Brimbank City Council
Sunshine West,4,h,510000,SP,3020,6763,10.5,Brimbank City Council
Surrey Hills,2,u,805000,S,3127,5457,10.2,Boroondara City Council
Surrey Hills,5,h,1975000,VB,3127,5457,10.2,Boroondara City Council
Templestowe,5,h,1602000,S,3106,6202,15.5,Manningham City Council
Templestowe Lower,3,h,982000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,4,h,958000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,4,h,1000000,VB,3107,5420,12.4,Manningham City Council
Thomastown,3,h,405000,S,3074,7955,15.3,Whittlesea City Council
Thornbury,3,h,701000,S,3071,8870,7,Darebin City Council
Toorak,2,t,,S,3142,7217,4.1,Stonnington City Council
Toorak,4,h,4000000,VB,3142,7217,4.1,Stonnington City Council
Toorak,2,u,,S,3142,7217,4.1,Stonnington City Council
Travancore,3,h,1257000,S,3032,1052,4.3,Moonee Valley City Council
Truganina,3,h,476500,S,3029,5811,18.4,Melton City Council
Tullamarine,3,u,450000,PI,3043,3296,12.9,Brimbank City Council
Tullamarine,3,h,900000,S,3043,3296,12.9,Brimbank City Council
Tullamarine,3,h,452500,S,3043,3296,12.9,Brimbank City Council
Vermont,5,h,930000,S,3133,4181,17.2,Maroondah City Council
Vermont South,5,h,1321000,S,3133,4280,17.2,Whitehorse City Council
Warrandyte,4,h,1395000,S,3113,2003,21.1,Manningham City Council
Waterways,4,h,1116500,S,3195,709,21.5,Kingston City Council
Watsonia,3,h,808000,S,3087,2329,14.5,Banyule City Council
Werribee,4,h,475000,S,3030,16166,14.7,Wyndham City Council
Werribee,3,h,385000,S,3030,16166,14.7,Wyndham City Council
West Footscray,3,h,,S,3012,5058,6.4,Maribyrnong City Council
West Footscray,3,h,756000,S,3012,5058,6.4,Maribyrnong City Council
Wheelers Hill,4,h,1725000,S,3150,7392,16.7,Monash City Council
Williamstown,3,h,1010000,S,3016,6380,6.8,Hobsons Bay City Council
Williamstown North,4,h,881000,SP,3016,802,6.8,Hobsons Bay City Council
Windsor,2,u,450000,PI,3181,4380,4.6,Port Phillip City Council
Wollert,4,h,585000,S,3750,2940,25.5,Whittlesea City Council
Yallambie,2,u,,SN,3085,1369,12.7,Banyule City Council
Yallambie,3,h,602500,S,3085,1369,12.7,Banyule City Council
Yarraville,3,h,850000,S,3013,6543,6.3,Maribyrnong City Council
Yarraville,2,u,501344,SP,3013,6543,6.3,Maribyrnong City Council
Yarraville,2,u,550000,SP,3013,6543,6.3,Maribyrnong City Council
Aberfeldie,3,h,1500000,SP,3040,1543,7.5,Moonee Valley City Council
Aberfeldie,3,h,1350000,VB,3040,1543,7.5,Moonee Valley City Council
Airport West,2,u,585000,S,3042,3464,10.4,Moonee Valley City Council
Airport West,2,h,570000,SP,3042,3464,10.4,Moonee Valley City Council
Airport West,2,h,560000,PI,3042,3464,10.4,Moonee Valley City Council
Airport West,2,u,430000,VB,3042,3464,10.4,Moonee Valley City Council
Albert Park,3,h,,VB,3206,3280,3,Port Phillip City Council
Albion,2,t,,PN,3020,2185,10.5,Brimbank City Council
Alphington,4,h,2250000,S,3078,2211,5.7,Darebin City Council
Altona North,3,h,,W,3025,5132,9.4,Hobsons Bay City Council
Altona North,3,h,,PI,3025,5132,9.4,Hobsons Bay City Council
Altona North,2,h,850000,S,3025,5132,9.4,Hobsons Bay City Council
Ardeer,3,h,492000,S,3022,1281,12.8,Brimbank City Council
Ardeer,2,u,463000,S,3022,1281,12.8,Brimbank City Council
Armadale,2,u,620000,VB,3143,4836,6.3,Stonnington City Council
Armadale,3,h,,S,3143,4836,6.3,Stonnington City Council
Ascot Vale,2,u,500000,SP,3032,6567,4.3,Moonee Valley City Council
Ascot Vale,2,h,1025000,SP,3032,6567,4.3,Moonee Valley City Council
Ashburton,3,t,811000,S,3147,3052,10.2,Boroondara City Council
Aspendale,4,h,1205000,S,3195,2824,21.5,Kingston City Council
Aspendale,4,h,1240000,SP,3195,2824,21.5,Kingston City Council
Aspendale,3,t,980000,SP,3195,2824,21.5,Kingston City Council
Aspendale Gardens,4,h,940000,S,3195,2243,21.5,Kingston City Council
Avondale Heights,4,h,,PI,3034,4502,9.5,Moonee Valley City Council
Avondale Heights,5,h,,PI,3034,4502,9.5,Moonee Valley City Council
Avondale Heights,3,t,730000,S,3034,4502,9.5,Moonee Valley City Council
Avondale Heights,3,h,921000,SP,3034,4502,9.5,Moonee Valley City Council
Avondale Heights,3,h,680000,VB,3034,4502,9.5,Moonee Valley City Council
Avondale Heights,4,h,1000000,SP,3034,4502,9.5,Moonee Valley City Council
Balaclava,2,u,400000,S,3183,2952,6.4,Port Phillip City Council
Balaclava,2,u,435000,S,3183,2952,6.4,Port Phillip City Council
Balaclava,2,u,795000,SP,3183,2952,6.4,Port Phillip City Council
Balwyn North,4,h,,S,3104,7809,9.7,Boroondara City Council
Balwyn North,3,h,,SP,3104,7809,9.7,Boroondara City Council
Balwyn North,4,h,2400000,VB,3104,7809,9.7,Boroondara City Council
Balwyn North,3,h,1525000,VB,3104,7809,9.7,Boroondara City Council
Balwyn North,3,h,1200000,VB,3104,7809,9.7,Boroondara City Council
Balwyn North,3,h,1425000,VB,3104,7809,9.7,Boroondara City Council
Bayswater,3,u,,W,3153,5030,23.2,Knox City Council
Beaumaris,5,h,1400000,PI,3193,5366,17.3,Bayside City Council
Beaumaris,4,h,,S,3193,5366,17.3,Bayside City Council
Bentleigh,3,h,1550000,VB,3204,6795,11.4,Glen Eira City Council
Bentleigh,3,h,900000,SP,3204,6795,11.4,Glen Eira City Council
Bentleigh,4,t,,VB,3204,6795,11.4,Glen Eira City Council
Bentleigh,4,h,,SN,3204,6795,11.4,Glen Eira City Council
Bentleigh,3,h,,S,3204,6795,11.4,Glen Eira City Council
Bentleigh,2,u,,SN,3204,6795,11.4,Glen Eira City Council
Bentleigh,4,h,,VB,3204,6795,11.4,Glen Eira City Council
Bentleigh,4,h,1000000,VB,3204,6795,11.4,Glen Eira City Council
Bentleigh East,4,t,1150000,PI,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,,SP,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,1020000,PI,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,700000,VB,3165,10969,13.8,Glen Eira City Council
Bentleigh East,2,u,455000,S,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,930000,VB,3165,10969,13.8,Glen Eira City Council
Bentleigh East,3,h,,SN,3165,10969,13.8,Glen Eira City Council
Bentleigh East,4,t,1190000,S,3165,10969,13.8,Glen Eira City Council
Berwick,4,h,,SP,3806,17093,35.2,Casey City Council
Berwick,6,h,650000,VB,3806,17093,35.2,Casey City Council
Black Rock,4,h,,SP,3193,2866,17.3,Bayside City Council
Black Rock,2,u,,SP,3193,2866,17.3,Bayside City Council
Blackburn,4,h,1181000,S,3130,5713,13.4,Whitehorse City Council
Blackburn,3,t,,PI,3130,5713,13.4,Whitehorse City Council
Blackburn,3,h,1200000,VB,3130,5713,13.4,Whitehorse City Council
Blackburn South,5,h,1100000,VB,3130,4387,13.4,Whitehorse City Council
Blackburn South,3,u,910000,S,3130,4387,13.4,Whitehorse City Council
Blackburn South,3,h,,SP,3130,4387,13.4,Whitehorse City Council
Blackburn South,2,u,665000,S,3130,4387,13.4,Whitehorse City Council
Blackburn South,4,h,,S,3130,4387,13.4,Whitehorse City Council
Boronia,2,h,,PI,3155,9704,25,Knox City Council
Boronia,3,h,,W,3155,9704,25,Knox City Council
Box Hill,2,t,,SS,3128,4605,10.9,Whitehorse City Council
Brighton,4,h,2890000,VB,3186,10579,10.5,Bayside City Council
Brighton,2,t,,SP,3186,10579,10.5,Bayside City Council
Brighton,3,t,2155000,S,3186,10579,10.5,Bayside City Council
Brighton,2,h,1750000,VB,3186,10579,10.5,Bayside City Council
Brighton,2,u,810000,PI,3186,10579,10.5,Bayside City Council
Brighton,2,u,785000,S,3186,10579,10.5,Bayside City Council
Brighton,2,h,1360000,SP,3186,10579,10.5,Bayside City Council
Brighton,3,h,,S,3186,10579,10.5,Bayside City Council
Brighton,2,u,986000,S,3186,10579,10.5,Bayside City Council
Brighton East,3,u,1205000,S,3187,6938,10.3,Bayside City Council
Brighton East,4,h,,S,3187,6938,10.3,Bayside City Council
Brighton East,4,h,1800000,VB,3187,6938,10.3,Bayside City Council
Brighton East,3,h,,VB,3187,6938,10.3,Bayside City Council
Brighton East,3,h,1355000,S,3187,6938,10.3,Bayside City Council
Broadmeadows,3,t,470000,SP,3047,4294,14,Hume City Council
Broadmeadows,3,h,,SP,3047,4294,14,Hume City Council
Broadmeadows,3,h,620000,PI,3047,4294,14,Hume City Council
Broadmeadows,3,h,590000,SP,3047,4294,14,Hume City Council
Brooklyn,4,h,,PI,3012,962,6.4,Brimbank City Council
Brunswick,3,h,,S,3056,11918,5.2,Moreland City Council
Brunswick,3,h,,W,3056,11918,5.2,Moreland City Council
Brunswick,2,u,555000,S,3056,11918,5.2,Moreland City Council
Brunswick,2,h,1120000,S,3056,11918,5.2,Moreland City Council
Brunswick,2,h,995000,S,3056,11918,5.2,Moreland City Council
Brunswick,4,h,1080000,S,3056,11918,5.2,Moreland City Council
Brunswick,3,h,822000,S,3056,11918,5.2,Moreland City Council
Brunswick,3,u,550000,VB,3056,11918,5.2,Moreland City Council
Brunswick,5,h,900000,VB,3056,11918,5.2,Moreland City Council
Brunswick,3,h,2025000,VB,3056,11918,5.2,Moreland City Council
Brunswick East,3,t,,S,3057,5533,4,Moreland City Council
Brunswick East,3,t,,S,3057,5533,4,Moreland City Council
Brunswick West,2,t,580000,VB,3055,7082,5.2,Moreland City Council
Bulla,4,h,1431500,S,3428,271,22.9,Hume City Council
Bulleen,3,h,1020000,VB,3105,4480,10.8,Manningham City Council
Bundoora,7,h,,PI,3083,10175,12.1,Banyule City Council
Bundoora,3,h,643000,S,3083,10175,12.1,Banyule City Council
Bundoora,4,h,995000,S,3083,10175,12.1,Banyule City Council
Burwood,4,h,,PI,3125,5678,10.4,Monash City Council
Camberwell,3,h,1690000,PI,3124,8920,7.7,Boroondara City Council
Camberwell,3,t,,VB,3124,8920,7.7,Boroondara City Council
Camberwell,3,u,857500,S,3124,8920,7.7,Boroondara City Council
Canterbury,2,h,2200000,SP,3126,3265,8.4,Boroondara City Council
Canterbury,3,h,2200000,VB,3126,3265,8.4,Boroondara City Council
Carlton North,2,h,1225000,S,3054,3106,3.5,Melbourne City Council
Carlton North,2,t,750000,VB,3054,3106,3.5,Melbourne City Council
Carnegie,1,u,315000,SP,3163,7822,10.1,Glen Eira City Council
Caroline Springs,4,h,716000,SA,3023,7719,14.8,Melton City Council
Carrum Downs,3,h,565000,VB,3201,8060,34.9,Frankston City Council
Caulfield,4,h,1800000,VB,3162,2379,8.7,Glen Eira City Council
Caulfield South,3,h,1015000,SP,3162,5051,8.7,Glen Eira City Council
Chelsea,3,h,,PN,3196,3906,27,Kingston City Council
Cheltenham,2,u,653000,S,3192,9758,17.9,Bayside City Council
Cheltenham,3,u,742000,S,3192,9758,17.9,Bayside City Council
Cheltenham,3,u,780000,S,3192,9758,17.9,Bayside City Council
Chirnside Park,3,h,650000,SP,3116,3789,27.1,Yarra Ranges Shire Council
Clayton,4,h,,PN,3168,5837,16.7,Monash City Council
Clayton,3,h,,SP,3168,5837,16.7,Monash City Council
Clayton South,3,t,738000,SP,3169,4734,17.5,Kingston City Council
Clayton South,3,t,690000,S,3169,4734,17.5,Kingston City Council
Clayton South,2,u,450000,PI,3169,4734,17.5,Kingston City Council
Clifton Hill,3,h,900000,VB,3068,2954,3.6,Yarra City Council
Coburg,4,h,1350000,VB,3058,11204,6.7,Darebin City Council
Coburg,3,h,921000,S,3058,11204,6.7,Darebin City Council
Coburg,4,h,1405000,S,3058,11204,6.7,Darebin City Council
Coburg,3,h,1120000,S,3058,11204,6.7,Darebin City Council
Coburg North,3,h,820000,PI,3058,3445,6.7,Darebin City Council
Coburg North,3,h,,PI,3058,3445,6.7,Darebin City Council
Coburg North,3,h,640000,S,3058,3445,6.7,Darebin City Council
Coburg North,2,h,835000,SP,3058,3445,6.7,Darebin City Council
Coburg North,3,h,,VB,3058,3445,6.7,Darebin City Council
Coburg North,3,h,610000,VB,3058,3445,6.7,Darebin City Council
Craigieburn,3,h,498000,S,3064,15510,20.6,Hume City Council
Craigieburn,4,h,620000,SP,3064,15510,20.6,Hume City Council
Craigieburn,4,h,740000,S,3064,15510,20.6,Hume City Council
Craigieburn,3,h,580000,PI,3064,15510,20.6,Hume City Council
Craigieburn,3,h,595000,S,3064,15510,20.6,Hume City Council
Craigieburn,3,h,560000,SP,3064,15510,20.6,Hume City Council
Croydon,3,t,,VB,3136,11925,23,Maroondah City Council
Croydon Hills,3,h,860000,S,3136,1705,23,Maroondah City Council
Dallas,3,h,,PI,3047,2246,14,Hume City Council
Dandenong North,4,h,,SN,3175,8322,24.7,Greater Dandenong City Council
Deepdene,4,h,2700000,S,3103,892,7.9,Boroondara City Council
Diamond Creek,2,h,662500,SP,3089,4258,21.8,Nillumbik Shire Council
Dingley Village,4,h,,VB,3172,3940,22.2,Kingston City Council
Dingley Village,3,u,640000,S,3172,3940,22.2,Kingston City Council
Dingley Village,3,u,635000,PI,3172,3940,22.2,Kingston City Council
Doncaster,3,h,942000,S,3108,9028,12.4,Manningham City Council
Doncaster East,4,h,,VB,3109,10999,14.3,Manningham City Council
Doncaster East,2,u,,PI,3109,10999,14.3,Manningham City Council
Doncaster East,2,u,641000,PI,3109,10999,14.3,Manningham City Council
Doncaster East,4,t,1455000,S,3109,10999,14.3,Manningham City Council
Doncaster East,3,u,,PI,3109,10999,14.3,Manningham City Council
Doreen,3,h,,PN,3754,7254,25.9,Nillumbik Shire Council
Doreen,4,h,506000,S,3754,7254,25.9,Nillumbik Shire Council
Edithvale,2,u,700000,PI,3196,2546,27,Kingston City Council
Elsternwick,1,u,300000,VB,3185,4898,7.2,Glen Eira City Council
Elsternwick,2,h,1440000,S,3185,4898,7.2,Glen Eira City Council
Eltham North,3,u,550000,VB,3095,2346,18,Banyule City Council
Elwood,4,h,,S,3184,8989,7.2,Port Phillip City Council
Elwood,3,h,,S,3184,8989,7.2,Port Phillip City Council
Elwood,2,u,581000,S,3184,8989,7.2,Port Phillip City Council
Elwood,2,u,,SP,3184,8989,7.2,Port Phillip City Council
Endeavour Hills,4,h,825000,PI,3802,8443,28.5,Casey City Council
Epping,4,h,,PI,3076,10926,19.6,Whittlesea City Council
Epping,5,h,625000,SP,3076,10926,19.6,Whittlesea City Council
Epping,4,t,,PI,3076,10926,19.6,Whittlesea City Council
Epping,2,u,356000,S,3076,10926,19.6,Whittlesea City Council
Epping,3,t,450000,VB,3076,10926,19.6,Whittlesea City Council
Essendon,3,h,,PI,3040,9264,7.5,Moonee Valley City Council
Essendon,4,h,1850000,VB,3040,9264,7.5,Moonee Valley City Council
Essendon,5,h,1725000,PI,3040,9264,7.5,Moonee Valley City Council
Essendon,4,h,1705000,PI,3040,9264,7.5,Moonee Valley City Council
Essendon,3,t,1025000,VB,3040,9264,7.5,Moonee Valley City Council
Essendon,4,h,2100000,VB,3040,9264,7.5,Moonee Valley City Council
Essendon,2,t,,VB,3040,9264,7.5,Moonee Valley City Council
Essendon West,3,h,,SN,3040,588,7.5,Moonee Valley City Council
