Rooms,Price,Postcode,Propertycount,Distance
1,332000,3181,7717,4.6
3,,3181,7717,4.6
4,,3181,7717,4.6
2,1300000,3181,7717,4.6
2,565000,3072,14577,8.4
4,,3072,14577,8.4
3,714000,3072,14577,8.4
3,904000,3072,14577,8.4
2,,3072,14577,8.4
2,770000,3072,14577,8.4
3,1226000,3072,14577,8.4
3,810000,3072,14577,8.4
3,,3072,14577,8.4
3,1127000,3072,14577,8.4
3,750000,3072,14577,8.4
4,630000,3095,938,18
2,686000,3073,21650,12
3,703000,3073,21650,12
2,365000,3073,21650,12
2,424000,3073,21650,12
4,750000,3073,21650,12
2,363000,3073,21650,12
1,310000,3073,21650,12
3,613000,3073,21650,12
2,,3073,21650,12
3,779000,3073,21650,12
2,425000,3073,21650,12
3,585000,3073,21650,12
5,791000,3073,21650,12
3,475000,3073,21650,12
2,505000,3121,14949,2.4
1,370000,3121,14949,2.4
2,,3121,14949,2.4
3,1456000,3121,14949,2.4
2,1145000,3121,14949,2.4
2,810000,3121,14949,2.4
3,,3121,14949,2.4
3,1100000,3121,14949,2.4
2,1220000,3121,14949,2.4
2,895000,3121,14949,2.4
2,1430000,3121,14949,2.4
2,1045000,3121,14949,2.4
3,620000,3431,1475,47.4
3,590000,3134,7785,19.9
2,,3134,7785,19.9
2,,3134,7785,19.9
3,,3135,4407,21.3
3,,3135,4407,21.3
3,,3134,3619,19.9
5,,3134,3619,19.9
1,327000,3185,821,7.2
4,730000,3084,3540,8.9
4,1610000,3084,3540,8.9
3,480000,3064,5833,20.6
4,,3191,4497,15.2
3,1100000,3191,4497,15.2
5,3420000,3191,4497,15.2
5,2060000,3191,4497,15.2
4,,3179,2206,22.2
3,660000,3179,2206,22.2
4,620000,3198,8077,35.4
3,881000,3011,2417,5.1
3,941000,3015,984,6.2
3,1825000,3205,5943,1.9
2,1200000,3205,5943,1.9
3,1550000,3205,5943,1.9
5,,3752,7969,20.5
4,,3752,7969,20.5
4,555000,3752,7969,20.5
3,,3141,14887,2.7
1,400000,3141,14887,2.7
3,1810000,3141,14887,2.7
3,,3141,14887,2.7
1,612000,3141,14887,2.7
1,415000,3006,8400,0.7
3,700000,3006,8400,0.7
4,1315000,3015,1223,6.2
3,,3171,7412,20.8
3,,3171,7412,20.8
4,680000,3021,14042,14
4,,3021,14042,14
3,553000,3021,14042,14
3,600000,3021,14042,14
2,308000,3021,14042,14
4,,3021,14042,14
3,558000,3021,14042,14
2,785000,3182,13240,5
1,450000,3182,13240,5
2,875000,3182,13240,5
2,650000,3182,13240,5
1,405000,3182,13240,5
2,431000,3182,13240,5
3,,3182,13240,5
2,1100000,3182,13240,5
2,,3182,13240,5
2,385000,3182,13240,5
2,850000,3182,13240,5
2,575000,3182,13240,5
5,1485000,3041,3284,8.2
3,1080000,3041,3284,8.2
4,1715000,3041,3284,8.2
3,850000,3041,3284,8.2
4,1000000,3041,3284,8.2
4,780000,3041,389,8.2
4,800000,3041,389,8.2
3,607500,3020,3755,10.5
3,850000,3020,3755,10.5
4,590000,3020,3755,10.5
2,555000,3020,3755,10.5
3,700000,3020,4217,10.5
3,480000,3020,4217,10.5
3,472500,3020,6763,10.5
3,547500,3020,6763,10.5
3,590000,3020,6763,10.5
3,540000,3020,6763,10.5
4,1725000,3127,5457,10.2
3,,3127,5457,10.2
3,,3127,5457,10.2
4,620000,3038,5336,15.5
4,1260000,3106,6202,15.5
4,1451000,3106,6202,15.5
3,982000,3107,5420,12.4
4,945000,3107,5420,12.4
3,725000,3107,5420,12.4
3,,3074,7955,15.3
3,530000,3074,7955,15.3
3,460000,3074,7955,15.3
3,477000,3074,7955,15.3
3,,3071,8870,7
2,350000,3071,8870,7
2,1065000,3071,8870,7
2,571750,3071,8870,7
4,5020000,3142,7217,4.1
2,705000,3142,7217,4.1
2,575000,3142,7217,4.1
1,366000,3142,7217,4.1
5,,3142,7217,4.1
4,2620000,3142,7217,4.1
3,,3142,7217,4.1
2,1100000,3032,1052,4.3
3,560000,3043,3296,12.9
3,550000,3043,3296,12.9
4,,3133,4280,17.2
4,1000000,3133,4280,17.2
4,940000,3084,2698,8.9
4,895000,3084,2698,8.9
3,800000,3087,2329,14.5
3,657000,3087,1442,14.5
3,,3012,5058,6.4
5,691000,3012,5058,6.4
2,550000,3012,5058,6.4
3,1130000,3003,2230,3.1
3,800500,3049,2474,16.5
4,685000,3049,2474,16.5
4,910000,3150,7392,16.7
3,,3150,7392,16.7
4,895000,3150,7392,16.7
4,,3150,7392,16.7
2,769000,3016,6380,6.8
2,380000,3016,802,6.8
2,600000,3181,4380,4.6
3,,3181,4380,4.6
2,,3181,4380,4.6
4,,3181,4380,4.6
4,,3750,2940,25.5
3,385000,3750,2940,25.5
3,302500,3024,5262,27.2
3,731000,3085,1369,12.7
3,865000,3013,6543,6.3
3,781500,3013,6543,6.3
1,727000,3067,4019,3
2,,3067,4019,3
3,1600000,3040,1543,7.5
4,1580000,3040,1543,7.5
2,587000,3042,3464,10.4
2,640000,3078,2211,5.7
4,920000,3018,5301,11
2,,3018,5301,11
3,,3018,5301,11
3,811000,3025,5132,9.4
3,790000,3025,5132,9.4
2,,3025,5132,9.4
3,,3025,5132,9.4
4,900000,3022,1281,12.8
2,866000,3143,4836,6.3
1,,3143,4836,6.3
2,,3143,4836,6.3
3,,3143,4836,6.3
2,,3032,6567,4.3
3,980000,3032,6567,4.3
3,940000,3147,2894,10.2
3,,3147,2894,10.2
5,1350000,3195,2824,21.5
4,920000,3195,2243,21.5
3,976000,3195,2243,21.5
3,725000,3049,1130,16.5
4,850000,3034,4502,9.5
3,940000,3034,4502,9.5
3,,3340,2871,37.5
3,440000,3340,2871,37.5
5,3600000,3103,5682,7.9
3,1800000,3103,5682,7.9
2,450000,3103,5682,7.9
2,,3103,5682,7.9
5,1850000,3103,5682,7.9
3,,3104,7809,9.7
2,,3104,7809,9.7
4,1539000,3104,7809,9.7
5,,3104,7809,9.7
4,1500000,3104,7809,9.7
5,,3104,7809,9.7
3,751000,3153,5030,23.2
3,670000,3153,5030,23.2
4,1300000,3193,5366,17.3
3,,3193,5366,17.3
3,,3081,790,8.8
3,750000,3081,790,8.8
3,,3204,6795,11.4
4,1798000,3204,6795,11.4
5,1630000,3204,6795,11.4
4,1100000,3204,6795,11.4
5,1630000,3204,6795,11.4
4,,3204,6795,11.4
2,475000,3204,6795,11.4
3,1275000,3204,6795,11.4
3,780000,3165,10969,13.8
3,,3165,10969,13.8
3,1090000,3165,10969,13.8
3,1075000,3165,10969,13.8
4,1200000,3165,10969,13.8
4,1110000,3165,10969,13.8
3,1900000,3193,2866,17.3
3,,3130,5713,13.4
3,1300000,3130,5713,13.4
2,1150000,3130,5713,13.4
4,,3130,5713,13.4
3,1350000,3130,5713,13.4
5,,3130,2867,13.4
3,850000,3130,2867,13.4
3,,3130,2867,13.4
3,965000,3130,2867,13.4
3,1050000,3196,2887,27
3,725000,3155,9704,25
4,,3155,9704,25
4,1150800,3128,4605,10.9
2,,3019,3589,8.6
3,638800,3019,3589,8.6
3,1225000,3186,10579,10.5
4,,3186,10579,10.5
3,,3186,10579,10.5
2,,3186,10579,10.5
3,1650000,3186,10579,10.5
3,1760000,3186,10579,10.5
4,3805000,3186,10579,10.5
3,1900000,3186,10579,10.5
3,,3047,4294,14
3,630000,3047,4294,14
3,,3012,962,6.4
3,630000,3012,962,6.4
4,1300000,3056,11918,5.2
1,550000,3056,11918,5.2
2,,3056,11918,5.2
3,966000,3056,11918,5.2
2,900000,3057,5533,4
1,380000,3057,5533,4
3,900000,3055,7082,5.2
5,2000000,3105,4480,10.8
5,1400000,3105,4480,10.8
4,,3105,4480,10.8
4,1001000,3083,10175,12.1
2,,3083,10175,12.1
2,,3083,10175,12.1
4,650000,3083,10175,12.1
3,,3083,10175,12.1
4,,3125,5678,10.4
5,,3125,5678,10.4
4,,3125,5678,10.4
4,1057000,3151,4048,14.7
3,,3151,4048,14.7
5,,3151,4048,14.7
2,,3124,8920,7.7
5,,3124,8920,7.7
4,,3124,8920,7.7
3,,3061,1889,16.6
4,,3126,3265,8.4
4,2200000,3126,3265,8.4
2,780000,3126,3265,8.4
3,,3126,3265,8.4
2,,3053,6786,1.6
2,818000,3053,6786,1.6
2,,3163,7822,10.1
4,1250000,3163,7822,10.1
2,840500,3163,7822,10.1
3,565000,3023,7719,14.8
3,470000,3023,7719,14.8
4,850000,3197,1989,31.2
3,,3197,1989,31.2
3,1050000,3161,6923,7.8
3,1491000,3162,5051,8.7
2,530000,3162,5051,8.7
2,480000,3148,3582,11.7
3,695000,3196,3906,27
2,605000,3192,9758,17.9
3,1027500,3192,9758,17.9
3,,3192,9758,17.9
5,950000,3192,9758,17.9
4,1180000,3192,9758,17.9
6,1750000,3168,5837,16.7
3,,3168,5837,16.7
2,456000,3169,4734,17.5
2,,3068,2954,3.6
2,875000,3058,11204,6.7
2,1028500,3058,11204,6.7
4,1150000,3058,11204,6.7
3,,3058,11204,6.7
3,1230000,3058,11204,6.7
2,955000,3058,11204,6.7
4,1307500,3058,11204,6.7
3,1095000,3066,4553,2
2,915000,3066,4553,2
3,565000,3064,15510,20.6
4,735000,3064,15510,20.6
3,469500,3064,15510,20.6
3,470000,3064,15510,20.6
4,500000,3064,15510,20.6
3,465000,3064,15510,20.6
3,820000,3136,11925,23
3,,3136,2985,23
2,725000,3136,1863,23
4,820000,3175,10894,24.7
3,678000,3175,8322,24.7
4,2685000,3103,892,7.9
2,808000,3103,892,7.9
5,1181000,3172,3940,22.2
3,,3108,9028,12.4
4,1170000,3108,9028,12.4
4,,3108,9028,12.4
4,1150000,3108,9028,12.4
4,1478000,3109,10999,14.3
5,1775000,3109,10999,14.3
3,631000,3109,10999,14.3
3,1066000,3109,10999,14.3
3,790000,3111,4790,16.1
2,,3111,4790,16.1
5,649000,3754,7254,25.9
4,1110000,3196,2546,27
2,772000,3185,4898,7.2
2,,3095,6990,18
3,,3184,8989,7.2
1,,3184,8989,7.2
3,1895000,3184,8989,7.2
3,560000,3076,10926,19.6
1,295000,3076,10926,19.6
4,,3076,10926,19.6
2,445500,3076,10926,19.6
4,,3076,10926,19.6
4,1580000,3040,9264,7.5
3,,3040,9264,7.5
4,1756000,3040,9264,7.5
3,805000,3060,5070,13.1
4,,3060,5070,13.1
3,,3060,5070,13.1
3,727500,3060,5070,13.1
3,680000,3060,5070,13.1
4,850000,3060,5070,13.1
3,680000,3060,5070,13.1
3,700000,3156,10788,24.8
4,,3156,10788,24.8
3,1150000,3065,5825,2.1
2,,3065,5825,2.1
4,,3065,5825,2.1
3,1900000,3065,5825,2.1
3,2040000,3068,6244,3.6
2,,3068,6244,3.6
2,1450000,3068,6244,3.6
3,,3031,3593,3.4
2,850000,3031,3593,3.4
4,1070000,3011,7570,5.1
3,750000,3011,7570,5.1
1,396000,3011,7570,5.1
4,1128000,3131,4385,15.4
5,1350000,3131,4385,15.4
2,731000,3131,4385,15.4
6,600000,3199,17055,38
3,721000,3199,7566,38
1,290000,3185,534,7.2
4,680000,3043,3285,12.9
2,785000,3163,2403,10.1
4,,3146,10412,7.3
3,1501000,3146,10412,7.3
2,484000,3146,10412,7.3
3,1400000,3146,10412,7.3
4,1800000,3146,10412,7.3
4,,3146,10412,7.3
2,530000,3146,10412,7.3
3,1890000,3146,10412,7.3
2,1157000,3146,10412,7.3
2,820000,3146,10412,7.3
4,2575000,3146,10412,7.3
3,991000,3150,15321,16.7
4,,3150,15321,16.7
5,,3150,15321,16.7
4,,3150,15321,16.7
3,1570000,3150,15321,16.7
3,1263500,3150,15321,16.7
4,880000,3046,8870,11.2
2,470000,3046,8870,11.2
4,,3046,8870,11.2
3,647000,3046,8870,11.2
3,585000,3046,8870,11.2
2,570000,3046,8870,11.2
3,745000,3088,8524,16.1
4,,3059,4864,20.4
5,910000,3059,4864,20.4
4,690000,3059,4864,20.4
2,740000,3046,2606,11.2
3,970000,3188,2356,13.8
3,950000,3188,2356,13.8
2,570000,3122,11308,5.3
2,607000,3122,11308,5.3
4,1900000,3122,11308,5.3
2,595000,3122,11308,5.3
3,1500000,3123,6482,6.2
1,,3123,6482,6.2
4,,3123,6482,6.2
4,,3123,6482,6.2
3,869000,3135,3794,21.3
5,,3135,3794,21.3
4,,3135,3794,21.3
2,620000,3084,2890,8.9
4,,3081,2947,8.8
4,,3190,4794,16
3,648500,3037,5556,18
4,750000,3037,5556,18
3,490000,3029,13830,18.4
3,591500,3029,13830,18.4
4,,3029,13830,18.4
5,,3029,13830,18.4
2,747000,3079,5549,7.8
3,,3079,5549,7.8
3,1800000,3079,5549,7.8
2,610000,3079,1554,7.8
3,770000,3036,2339,14.5
3,545000,3038,3656,15.5
3,790500,3033,5629,11.7
4,980000,3033,5629,11.7
4,775000,3033,5629,11.7
3,900000,3033,5629,11.7
2,830000,3031,5263,3.4
2,716000,3031,5263,3.4
2,,3101,10331,5.4
3,790000,3101,10331,5.4
2,770000,3101,10331,5.4
4,2300000,3101,10331,5.4
4,2550000,3101,10331,5.4
5,2910000,3101,10331,5.4
4,1500000,3102,2671,7.3
3,,3102,2671,7.3
4,1800000,3102,2671,7.3
3,452000,3021,2878,14
3,,3083,1414,12.1
3,,3180,2949,23.3
3,,3180,2949,23.3
6,752500,3075,8279,16.3
3,561000,3075,8279,16.3
3,645000,3075,8279,16.3
4,900000,3093,1624,14.6
2,545000,3085,4168,12.7
1,310000,3012,3873,6.4
3,,3144,4675,5.9
3,,3144,4675,5.9
4,2440000,3145,8801,8.4
2,,3145,8801,8.4
3,1250000,3145,8801,8.4
4,900000,3145,8801,8.4
4,805000,3032,4918,4.3
3,,3204,2397,11.4
3,1740000,3204,2397,11.4
5,,3204,2397,11.4
2,,3000,17496,0
3,530000,3338,4718,29.8
4,1330000,3194,6162,20
3,,3194,6162,20
4,537500,3754,5812,25.9
4,510000,3064,1158,20.6
3,1210000,3206,2019,3
4,605000,3082,10529,17.9
3,720000,3082,10529,17.9
2,506500,3082,10529,17.9
3,,3082,10529,17.9
3,,3082,10529,17.9
3,,3082,10529,17.9
2,726000,3132,6871,17.2
4,880000,3132,6871,17.2
3,,3132,6871,17.2
3,,3132,6871,17.2
4,,3132,6871,17.2
3,700000,3132,6871,17.2
4,2758000,3127,2079,10.2
3,,3127,2079,10.2
3,780000,3094,3891,16.2
2,460000,3039,6232,6.2
4,950000,3039,6232,6.2
4,1900000,3039,6232,6.2
3,1770000,3039,6232,6.2
3,925000,3189,2555,14.3
3,1193000,3189,2555,14.3
3,715000,3138,8280,26.5
4,766000,3138,8280,26.5
4,818000,3138,8280,26.5
4,1050000,3149,13366,14.2
4,1841000,3149,13366,14.2
4,,3149,13366,14.2
5,2350000,3149,13366,14.2
4,,3149,13366,14.2
2,,3149,13366,14.2
3,1290000,3149,13366,14.2
2,,3149,13366,14.2
4,913000,3170,7113,18.8
5,1258000,3170,7113,18.8
3,,3170,7113,18.8
4,,3438,849,48.1
4,1200000,3015,5498,6.2
3,,3015,5498,6.2
4,1400000,3015,5498,6.2
3,655500,3174,11806,22.7
4,880000,3174,11806,22.7
2,,3051,6821,1.8
2,1150000,3051,6821,1.8
2,520000,3070,11364,5.3
1,390000,3070,11364,5.3
2,1066000,3070,11364,5.3
3,,3131,4973,15.4
3,1400000,3046,2651,11.2
4,1100000,3046,2651,11.2
3,,3166,3224,12.3
2,725000,3166,2547,12.3
3,800000,3166,2547,12.3
3,867500,3166,2547,12.3
3,1065000,3166,2547,12.3
3,976000,3166,2547,12.3
3,765000,3167,3692,15.5
2,755000,3167,3692,15.5
4,838000,3167,3692,15.5
4,1845000,3204,3578,11.4
2,1180000,3204,3578,11.4
3,341500,3810,17384,47.3
3,1100000,3195,5087,21.5
3,2075000,3052,2309,1.8
3,1050000,3044,7485,8.5
3,700000,3044,7485,8.5
2,570000,3044,7485,8.5
3,732000,3044,7485,8.5
4,,3030,15542,14.7
4,640000,3030,15542,14.7
4,,3030,15542,14.7
4,,3030,15542,14.7
3,,3207,8648,3.5
2,,3207,8648,3.5
3,3300000,3207,8648,3.5
3,,3181,7717,4.6
3,2400000,3181,7717,4.6
3,790000,3072,14577,8.4
2,1065000,3072,14577,8.4
4,,3072,14577,8.4
3,1116000,3072,14577,8.4
3,,3072,14577,8.4
4,,3072,14577,8.4
2,605000,3073,21650,12
2,690000,3073,21650,12
2,450500,3073,21650,12
3,852000,3073,21650,12
3,760000,3073,21650,12
3,855000,3073,21650,12
3,810000,3073,21650,12
2,530000,3073,21650,12
3,810000,3073,21650,12
2,1050000,3121,14949,2.4
2,755000,3121,14949,2.4
3,,3134,7785,19.9
3,,3134,7785,19.9
3,680000,3134,7785,19.9
4,,3135,4407,21.3
3,1450000,3084,3540,8.9
3,,3064,5833,20.6
5,572000,3064,5833,20.6
3,,3191,4497,15.2
4,1250000,3018,852,11
3,,3011,2417,5.1
3,1387500,3011,2417,5.1
3,,3752,7969,20.5
4,858000,3752,7969,20.5
3,1850000,3141,14887,2.7
2,725000,3141,14887,2.7
2,912500,3141,14887,2.7
3,1550000,3141,14887,2.7
1,,3141,14887,2.7
2,1030000,3141,14887,2.7
1,560000,3141,14887,2.7
1,,3141,14887,2.7
1,,3006,8400,0.7
3,1390000,3015,1223,6.2
3,635000,3171,7412,20.8
4,1875000,3182,13240,5
3,1300000,3182,13240,5
2,550000,3182,13240,5
3,1580000,3182,13240,5
2,400000,3182,13240,5
1,510000,3182,13240,5
4,1200000,3041,3284,8.2
4,800000,3041,3284,8.2
2,600000,3041,3284,8.2
5,,3429,14092,31.7
4,,3429,14092,31.7
3,690000,3020,3755,10.5
2,685000,3020,4217,10.5
3,660000,3020,4217,10.5
3,748000,3020,6763,10.5
3,,3127,5457,10.2
3,,3127,5457,10.2
4,2900000,3127,5457,10.2
3,2400000,3127,5457,10.2
3,629000,3037,3640,18
3,707000,3038,5336,15.5
4,790000,3038,5336,15.5
4,1850000,3106,6202,15.5
4,1310000,3106,6202,15.5
4,,3106,6202,15.5
3,750000,3107,5420,12.4
4,1950000,3107,5420,12.4
3,1580000,3107,5420,12.4
3,880000,3107,5420,12.4
3,616000,3074,7955,15.3
2,,3074,7955,15.3
4,,3074,7955,15.3
3,569000,3074,7955,15.3
2,447500,3074,7955,15.3
3,950000,3071,8870,7
2,,3071,8870,7
3,815000,3071,8870,7
1,408000,3071,8870,7
2,790000,3071,8870,7
2,,3142,7217,4.1
2,700000,3142,7217,4.1
2,880000,3142,7217,4.1
4,579000,3029,5811,18.4
3,651000,3043,3296,12.9
3,,3133,4181,17.2
4,,3133,4181,17.2
4,,3133,4280,17.2
3,950000,3084,2698,8.9
4,1060000,3084,2698,8.9
4,,3152,7082,14.7
4,,3152,7082,14.7
4,,3134,1595,19.9
3,740000,3087,1442,14.5
4,,3030,16166,14.7
3,577500,3030,16166,14.7
3,465000,3030,16166,14.7
3,492500,3030,16166,14.7
3,940000,3012,5058,6.4
3,938000,3012,5058,6.4
3,,3049,2474,16.5
4,1020000,3150,7392,16.7
3,,3150,7392,16.7
4,1140000,3150,7392,16.7
5,,3016,6380,6.8
4,,3016,6380,6.8
2,480000,3016,6380,6.8
2,,3181,4380,4.6
1,360000,3181,4380,4.6
4,670000,3750,2940,25.5
3,550000,3750,2940,25.5
4,,3750,2940,25.5
4,563000,3024,5262,27.2
3,,3024,5262,27.2
3,,3085,1369,12.7
3,760000,3085,1369,12.7
3,,3013,6543,6.3
3,905000,3013,6543,6.3
3,970000,3013,6543,6.3
3,,3013,6543,6.3
3,980000,3067,4019,3
4,1700000,3040,1543,7.5
5,1825000,3040,1543,7.5
2,530000,3042,3464,10.4
3,860000,3042,3464,10.4
2,495000,3042,3464,10.4
3,807000,3042,3464,10.4
3,,3206,3280,3
3,,3206,3280,3
2,1610000,3206,3280,3
3,,3206,3280,3
2,1550000,3206,3280,3
3,1010000,3018,5301,11
3,1060000,3018,5301,11
3,541500,3028,7630,15.5
4,820000,3028,7630,15.5
3,,3025,5132,9.4
2,465000,3025,5132,9.4
4,1205000,3025,5132,9.4
3,1440000,3143,4836,6.3
2,1210000,3143,4836,6.3
2,601000,3032,6567,4.3
5,1325000,3032,6567,4.3
4,1690000,3032,6567,4.3
3,965000,3032,6567,4.3
3,1750000,3032,6567,4.3
3,1050000,3032,6567,4.3
2,680000,3032,6567,4.3
3,1825000,3147,3052,10.2
3,881000,3034,4502,9.5
4,950000,3034,4502,9.5
4,1068000,3034,4502,9.5
1,387000,3183,2952,6.4
2,990000,3183,2952,6.4
2,780000,3103,5682,7.9
4,5650000,3103,5682,7.9
2,2330000,3103,5682,7.9
2,,3103,5682,7.9
3,2010000,3103,5682,7.9
2,800000,3103,5682,7.9
3,1675000,3103,5682,7.9
3,1010000,3104,7809,9.7
3,1320000,3104,7809,9.7
4,1930000,3104,7809,9.7
5,4050000,3104,7809,9.7
4,1800000,3104,7809,9.7
4,1720000,3104,7809,9.7
3,,3104,7809,9.7
3,1950000,3104,7809,9.7
3,3160000,3104,7809,9.7
4,2890000,3104,7809,9.7
3,,3104,7809,9.7
4,2275000,3104,7809,9.7
5,875000,3153,5030,23.2
4,800000,3153,3598,23.2
2,677000,3193,5366,17.3
4,1500000,3193,5366,17.3
2,925000,3193,5366,17.3
3,1817500,3193,5366,17.3
5,,3193,5366,17.3
5,1950000,3193,5366,17.3
4,2225000,3193,5366,17.3
3,1190000,3204,6795,11.4
2,770000,3204,6795,11.4
3,1220000,3204,6795,11.4
3,1395000,3204,6795,11.4
4,1370000,3204,6795,11.4
3,875000,3165,10969,13.8
4,1250000,3165,10969,13.8
2,890000,3165,10969,13.8
2,700000,3165,10969,13.8
5,1260000,3165,10969,13.8
3,,3165,10969,13.8
4,1400000,3165,10969,13.8
3,,3165,10969,13.8
4,1300000,3165,10969,13.8
3,1085000,3165,10969,13.8
4,1640000,3165,10969,13.8
3,850000,3165,10969,13.8
3,1305000,3165,10969,13.8
3,,3165,10969,13.8
3,630000,3806,17093,35.2
3,560000,3806,17093,35.2
2,790000,3193,2866,17.3
5,,3193,2866,17.3
3,,3193,2866,17.3
4,,3130,5713,13.4
4,,3130,5713,13.4
3,1300500,3130,5713,13.4
3,800000,3130,5713,13.4
4,,3130,2867,13.4
3,,3130,4387,13.4
4,1065000,3130,4387,13.4
3,,3130,4387,13.4
3,,3130,4387,13.4
4,,3130,4387,13.4
3,772000,3196,2887,27
4,750000,3977,1240,34.7
4,1635000,3128,4605,10.9
2,820000,3128,4605,10.9
4,760000,3019,3589,8.6
2,621000,3186,10579,10.5
2,650000,3186,10579,10.5
3,,3186,10579,10.5
3,1085000,3186,10579,10.5
5,3300000,3186,10579,10.5
4,,3186,10579,10.5
4,,3186,10579,10.5
3,1060000,3186,10579,10.5
5,5150000,3186,10579,10.5
2,650000,3186,10579,10.5
2,2550000,3186,10579,10.5
4,,3186,10579,10.5
4,,3186,10579,10.5
4,2530000,3187,6938,10.3
3,950000,3187,6938,10.3
4,2800000,3187,6938,10.3
3,2100000,3187,6938,10.3
6,3210000,3187,6938,10.3
3,,3187,6938,10.3
4,3320000,3187,6938,10.3
5,,3187,6938,10.3
2,1330000,3187,6938,10.3
4,,3187,6938,10.3
3,,3187,6938,10.3
6,2370000,3187,6938,10.3
4,575000,3047,4294,14
3,,3047,4294,14
2,320000,3047,4294,14
3,682500,3012,962,6.4
3,640000,3012,962,6.4
3,860000,3012,962,6.4
4,1360000,3056,11918,5.2
4,,3056,11918,5.2
4,1470000,3056,11918,5.2
5,1475000,3057,5533,4
4,1895000,3057,5533,4
3,690000,3055,7082,5.2
2,420500,3055,7082,5.2
2,395000,3055,7082,5.2
2,420000,3055,7082,5.2
3,1050000,3055,7082,5.2
4,1336500,3055,7082,5.2
4,730000,3055,7082,5.2
3,665000,3428,271,22.9
4,,3105,4480,10.8
5,1748000,3105,4480,10.8
4,,3105,4480,10.8
4,1225000,3105,4480,10.8
6,1430000,3437,249,45.9
3,880000,3083,10175,12.1
3,800000,3083,10175,12.1
3,820500,3083,10175,12.1
4,855000,3083,10175,12.1
3,910000,3083,10175,12.1
3,853000,3083,10175,12.1
4,,3083,10175,12.1
4,800888,3083,10175,12.1
5,,3083,10175,12.1
2,380000,3083,10175,12.1
4,1300000,3083,10175,12.1
2,556000,3121,438,2.4
4,,3125,5678,10.4
3,1200000,3125,5678,10.4
3,,3125,5678,10.4
3,1300000,3125,5678,10.4
3,970000,3151,4048,14.7
4,,3151,4048,14.7
3,902500,3124,8920,7.7
4,1950000,3124,8920,7.7
5,2230000,3124,8920,7.7
4,1890000,3124,8920,7.7
3,668000,3061,1889,16.6
4,1820000,3126,3265,8.4
5,3230000,3126,3265,8.4
3,,3126,3265,8.4
5,4125000,3126,3265,8.4
4,,3126,3265,8.4
1,350000,3163,7822,10.1
3,1260000,3163,7822,10.1
4,980000,3197,1989,31.2
3,560000,3201,8060,34.9
4,,3145,608,8.4
2,630000,3161,6923,7.8
2,550000,3161,6923,7.8
4,3630000,3161,6923,7.8
2,,3161,6923,7.8
1,285000,3161,6923,7.8
1,420000,3161,6923,7.8
2,590250,3161,6923,7.8
3,756000,3161,6923,7.8
4,,3162,5051,8.7
2,520000,3148,3582,11.7
3,,3148,3582,11.7
4,1150000,3148,3582,11.7
2,501000,3196,3906,27
4,946000,3196,3906,27
2,535000,3196,3906,27
5,1495000,3192,9758,17.9
4,1205000,3192,9758,17.9
4,1100000,3192,9758,17.9
3,715000,3116,3789,27.1
3,661000,3169,2727,17.5
4,1163000,3168,5837,16.7
4,,3168,5837,16.7
3,,3168,5837,16.7
3,881000,3169,4734,17.5
3,,3169,4734,17.5
3,,3169,4734,17.5
3,942500,3068,2954,3.6
3,1600000,3068,2954,3.6
3,,3058,11204,6.7
4,1380000,3058,11204,6.7
3,970000,3058,11204,6.7
3,1631000,3058,11204,6.7
3,770000,3058,11204,6.7
2,975000,3058,11204,6.7
3,,3058,11204,6.7
3,,3058,11204,6.7
3,1151000,3058,11204,6.7
3,935000,3058,11204,6.7
2,870000,3058,11204,6.7
3,735000,3058,3445,6.7
3,630000,3770,810,33
3,1460000,3066,4553,2
3,600000,3064,15510,20.6
3,468000,3064,15510,20.6
4,616000,3064,15510,20.6
4,583000,3064,15510,20.6
4,580000,3064,15510,20.6
3,513000,3064,15510,20.6
4,600000,3064,15510,20.6
3,470000,3064,15510,20.6
4,585000,3064,15510,20.6
4,660000,3064,15510,20.6
4,665000,3064,15510,20.6
3,615000,3064,15510,20.6
2,945000,3121,1123,2.4
4,,3136,11925,23
5,965000,3136,11925,23
3,995000,3136,11925,23
3,,3136,11925,23
5,900000,3136,11925,23
4,1320000,3136,11925,23
5,,3136,11925,23
4,1040000,3136,1705,23
4,870000,3136,2985,23
3,850000,3136,1863,23
3,452000,3047,2246,14
3,446000,3047,2246,14
3,475000,3047,2246,14
3,505500,3047,2246,14
2,393000,3175,10894,24.7
3,687000,3175,10894,24.7
4,723000,3175,8322,24.7
3,,3175,8322,24.7
3,2250000,3103,892,7.9
3,680000,3023,6388,14.8
3,,3023,6388,14.8
6,,3089,4258,21.8
3,827000,3089,4258,21.8
5,1050000,3172,3940,22.2
5,1105000,3172,3940,22.2
4,,3108,9028,12.4
4,1325000,3108,9028,12.4
3,780000,3109,10999,14.3
3,865000,3109,10999,14.3
4,1927000,3109,10999,14.3
3,1325000,3109,10999,14.3
3,905000,3109,10999,14.3
3,,3109,10999,14.3
3,,3111,4790,16.1
5,1440000,3111,4790,16.1
4,,3111,4790,16.1
4,,3754,7254,25.9
4,570000,3754,7254,25.9
3,600000,3177,3533,28.8
3,1288000,3084,1651,8.9
2,,3002,3040,1.3
3,670000,3196,2546,27
3,1000000,3196,2546,27
4,,3185,4898,7.2
3,777500,3095,6990,18
2,425000,3184,8989,7.2
5,3200000,3184,8989,7.2
3,942000,3184,8989,7.2
